"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2841","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-13","passed","2026-07-13","","loginpagefix.spec.ts","",""
"","3113","Footers exist or not","chromium","2026-07-13","passed","2026-07-13","","productpage.spec.ts","",""
"","3652","Verify search with product - macbook and MacBook Pro","chromium","2026-07-13","passed","2026-07-13","","searchpage.spec.ts","",""
"","3111","Company logo exist or not","chromium","2026-07-13","passed","2026-07-13","","productpage.spec.ts","",""
"","3165","Headers count test","chromium","2026-07-13","passed","2026-07-13","","homepage.spec.ts","",""
"","2375","Forgot Password link visibility test","chromium","2026-07-13","passed","2026-07-13","","loginpage.spec.ts","",""
"","5907","Verify add to cart functionality","chromium","2026-07-13","passed","2026-07-13","","productpage.spec.ts","",""
"","4575","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-13","passed","2026-07-13","","searchpage.spec.ts","",""
"","2179","TC10","chromium","2026-07-13","passed","2026-07-13","Serial Tests","loginpagefix.spec.ts","",""
"","2099","Forgot Password link visibility test","chromium","2026-07-13","passed","2026-07-13","","loginpagefix.spec.ts","",""
"","2237","TC9","chromium","2026-07-13","passed","2026-07-13","Serial Tests","loginpagefix.spec.ts","",""
"","5539","Verify product information","chromium","2026-07-13","passed","2026-07-13","","productpage.spec.ts","",""
"","3115","@smoke Headers count test","chromium","2026-07-13","passed","2026-07-13","","homepagefix.spec.ts","",""
"","3589","@sanity Registration test with csv - John Doe58","chromium","2026-07-13","passed","2026-07-13","","registration.spec.ts","",""
"","3608","Verify search with product - macbook and MacBook Air","chromium","2026-07-13","passed","2026-07-13","","searchpage.spec.ts","",""
"","3636","@sanity Registration test with csv - John Doe59","chromium","2026-07-13","passed","2026-07-13","","registration.spec.ts","",""
"","3665","Verify search with product - imac and iMac","chromium","2026-07-13","passed","2026-07-13","","searchpage.spec.ts","",""
"","3","Home page title test","chromium","2026-07-13","skipped","2026-07-13","","homepage.spec.ts","",""
"","4554","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-13","passed","2026-07-13","","searchpage.spec.ts","",""
"","2824","Registration page title test","chromium","2026-07-13","passed","2026-07-13","","registration.spec.ts","",""
"","2267","Login page title test","chromium","2026-07-13","passed","2026-07-13","","loginpagefix.spec.ts","",""
"","5684","Verify product images count","chromium","2026-07-13","passed","2026-07-13","","productpage.spec.ts","",""
"","7162","Verify the checkout of selected product","chromium","2026-07-13","passed","2026-07-13","","checkout.spec.ts","",""
"","2326","Login page title test","chromium","2026-07-13","passed","2026-07-13","","loginpage.spec.ts","",""
"","3972","@sanity Registration test with csv - John Doe60","chromium","2026-07-13","passed","2026-07-13","","registration.spec.ts","",""
"","3103","@smoke do login into web application test","chromium","2026-07-13","passed","2026-07-13","","loginpagefix.spec.ts","",""
"","3591","Logout link visibility test","chromium","2026-07-13","passed","2026-07-13","","homepage.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-13","skipped","2026-07-13","","loginpage.spec.ts","",""
"","3131","Home page title test","chromium","2026-07-13","passed","2026-07-13","","homepagefix.spec.ts","",""
"","3209","Logout link visibility test","chromium","2026-07-13","passed","2026-07-13","","homepagefix.spec.ts","",""
"","3045","@sanity Invalid login test with - and 32423","chromium","2026-07-13","passed","2026-07-13","","loginpagefix.spec.ts","",""
"","2778","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-13","passed","2026-07-13","","loginpagefix.spec.ts","",""
"","4641","Verify user is able to land on Product page imac and iMac","chromium","2026-07-13","passed","2026-07-13","","searchpage.spec.ts","",""
