"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2704","Headers count test","chromium","2026-08-26","passed","2026-08-26","","homepage.spec.ts","",""
"","2989","@sanity Registration test with csv - John Doe60","chromium","2026-08-26","passed","2026-08-26","","registration.spec.ts","",""
"","2985","Verify search with product - macbook and MacBook Air","chromium","2026-08-26","passed","2026-08-26","","searchpage.spec.ts","",""
"","4898","Verify the checkout of selected product","chromium","2026-08-26","passed","2026-08-26","","checkout.spec.ts","",""
"","2572","Logout link visibility test","chromium","2026-08-26","passed","2026-08-26","","homepagefix.spec.ts","",""
"","2680","Logout link visibility test","chromium","2026-08-26","passed","2026-08-26","","homepage.spec.ts","",""
"","1854","TC9","chromium","2026-08-26","passed","2026-08-26","Serial Tests","loginpagefix.spec.ts","",""
"","0","do login into web application test","chromium","2026-08-26","skipped","2026-08-26","","loginpage.spec.ts","",""
"","2359","Registration page title test","chromium","2026-08-26","passed","2026-08-26","","registration.spec.ts","",""
"","3876","Verify user is able to land on Product page imac and iMac","chromium","2026-08-26","passed","2026-08-26","","searchpage.spec.ts","",""
"","2580","@smoke do login into web application test","chromium","2026-08-26","passed","2026-08-26","","loginpagefix.spec.ts","",""
"","2927","Verify search with product - imac and iMac","chromium","2026-08-26","passed","2026-08-26","","searchpage.spec.ts","",""
"","4434","Verify product images count","chromium","2026-08-26","passed","2026-08-26","","productpage.spec.ts","",""
"","2304","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-26","passed","2026-08-26","","loginpagefix.spec.ts","",""
"","2262","@sanity Invalid login test with - and 32423","chromium","2026-08-26","passed","2026-08-26","","loginpagefix.spec.ts","",""
"","1858","TC10","chromium","2026-08-26","passed","2026-08-26","Serial Tests","loginpagefix.spec.ts","",""
"","3038","@sanity Registration test with csv - John Doe59","chromium","2026-08-26","passed","2026-08-26","","registration.spec.ts","",""
"","1961","Login page title test","chromium","2026-08-26","passed","2026-08-26","","loginpagefix.spec.ts","",""
"","3867","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-26","passed","2026-08-26","","searchpage.spec.ts","",""
"","1934","Login page title test","chromium","2026-08-26","passed","2026-08-26","","loginpage.spec.ts","",""
"","4038","Verify product information","chromium","2026-08-26","passed","2026-08-26","","productpage.spec.ts","",""
"","1860","Forgot Password link visibility test","chromium","2026-08-26","passed","2026-08-26","","loginpagefix.spec.ts","",""
"","2281","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-26","passed","2026-08-26","","loginpagefix.spec.ts","",""
"","2865","Verify search with product - macbook and MacBook Pro","chromium","2026-08-26","passed","2026-08-26","","searchpage.spec.ts","",""
"","2305","Footers exist or not","chromium","2026-08-26","passed","2026-08-26","","productpage.spec.ts","",""
"","2","Home page title test","chromium","2026-08-26","skipped","2026-08-26","","homepage.spec.ts","",""
"","2526","Home page title test","chromium","2026-08-26","passed","2026-08-26","","homepagefix.spec.ts","",""
"","2429","@smoke Headers count test","chromium","2026-08-26","passed","2026-08-26","","homepagefix.spec.ts","",""
"","3858","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-26","passed","2026-08-26","","searchpage.spec.ts","",""
"","3037","@sanity Registration test with csv - John Doe58","chromium","2026-08-26","passed","2026-08-26","","registration.spec.ts","",""
"","2543","Company logo exist or not","chromium","2026-08-26","passed","2026-08-26","","productpage.spec.ts","",""
"","4085","Verify add to cart functionality","chromium","2026-08-26","passed","2026-08-26","","productpage.spec.ts","",""
"","1878","Forgot Password link visibility test","chromium","2026-08-26","passed","2026-08-26","","loginpage.spec.ts","",""
