"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3826","Company logo exist or not","chromium","2026-09-08","passed","2026-09-08","","productpage.spec.ts","",""
"","4685","Verify user is able to land on Product page imac and iMac","chromium","2026-09-08","passed","2026-09-08","","searchpage.spec.ts","",""
"","3302","@smoke do login into web application test","chromium","2026-09-08","passed","2026-09-08","","loginpagefix.spec.ts","",""
"","2481","Login page title test","chromium","2026-09-08","passed","2026-09-08","","loginpagefix.spec.ts","",""
"","2","Home page title test","chromium","2026-09-08","skipped","2026-09-08","","homepage.spec.ts","",""
"","2888","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-09-08","passed","2026-09-08","","loginpagefix.spec.ts","",""
"","0","do login into web application test","chromium","2026-09-08","skipped","2026-09-08","","loginpage.spec.ts","",""
"","3144","Logout link visibility test","chromium","2026-09-08","passed","2026-09-08","","homepagefix.spec.ts","",""
"","5486","Verify product information","chromium","2026-09-08","passed","2026-09-08","","productpage.spec.ts","",""
"","3638","@sanity Registration test with csv - John Doe58","chromium","2026-09-08","passed","2026-09-08","","registration.spec.ts","",""
"","3268","Footers exist or not","chromium","2026-09-08","passed","2026-09-08","","productpage.spec.ts","",""
"","2873","@sanity Invalid login test with - and 32423","chromium","2026-09-08","passed","2026-09-08","","loginpagefix.spec.ts","",""
"","3213","Home page title test","chromium","2026-09-08","passed","2026-09-08","","homepagefix.spec.ts","",""
"","5671","Verify product images count","chromium","2026-09-08","passed","2026-09-08","","productpage.spec.ts","",""
"","4761","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-09-08","passed","2026-09-08","","searchpage.spec.ts","",""
"","3736","@sanity Registration test with csv - John Doe60","chromium","2026-09-08","passed","2026-09-08","","registration.spec.ts","",""
"","3944","Verify search with product - macbook and MacBook Air","chromium","2026-09-08","passed","2026-09-08","","searchpage.spec.ts","",""
"","3263","Headers count test","chromium","2026-09-08","passed","2026-09-08","","homepage.spec.ts","",""
"","2424","TC9","chromium","2026-09-08","passed","2026-09-08","Serial Tests","loginpagefix.spec.ts","",""
"","3404","Logout link visibility test","chromium","2026-09-08","passed","2026-09-08","","homepage.spec.ts","",""
"","3063","Registration page title test","chromium","2026-09-08","passed","2026-09-08","","registration.spec.ts","",""
"","4031","Verify search with product - imac and iMac","chromium","2026-09-08","passed","2026-09-08","","searchpage.spec.ts","",""
"","4955","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-09-08","passed","2026-09-08","","searchpage.spec.ts","",""
"","2474","Forgot Password link visibility test","chromium","2026-09-08","passed","2026-09-08","","loginpagefix.spec.ts","",""
"","3248","@smoke Headers count test","chromium","2026-09-08","passed","2026-09-08","","homepagefix.spec.ts","",""
"","4051","Verify search with product - macbook and MacBook Pro","chromium","2026-09-08","passed","2026-09-08","","searchpage.spec.ts","",""
"","2238","Login page title test","chromium","2026-09-08","passed","2026-09-08","","loginpage.spec.ts","",""
"","6229","Verify add to cart functionality","chromium","2026-09-08","passed","2026-09-08","","productpage.spec.ts","",""
"","2984","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-09-08","passed","2026-09-08","","loginpagefix.spec.ts","",""
"","3636","@sanity Registration test with csv - John Doe59","chromium","2026-09-08","passed","2026-09-08","","registration.spec.ts","",""
"","2539","TC10","chromium","2026-09-08","passed","2026-09-08","Serial Tests","loginpagefix.spec.ts","",""
"","2650","Forgot Password link visibility test","chromium","2026-09-08","passed","2026-09-08","","loginpage.spec.ts","",""
"","7019","Verify the checkout of selected product","chromium","2026-09-08","passed","2026-09-08","","checkout.spec.ts","",""
