"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5657","Verify the checkout of selected product","chromium","2026-07-15","passed","2026-07-15","","checkout.spec.ts","",""
"","2580","Logout link visibility test","chromium","2026-07-15","passed","2026-07-15","","homepagefix.spec.ts","",""
"","1833","TC10","chromium","2026-07-15","passed","2026-07-15","Serial Tests","loginpagefix.spec.ts","",""
"","2275","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","3635","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","1818","Forgot Password link visibility test","chromium","2026-07-15","passed","2026-07-15","","loginpage.spec.ts","",""
"","2729","@sanity Registration test with csv - John Doe58","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","4392","Verify product images count","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","2230","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","2568","@smoke do login into web application test","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","1858","Forgot Password link visibility test","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","2269","@sanity Invalid login test with - and 32423","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","1876","TC9","chromium","2026-07-15","passed","2026-07-15","Serial Tests","loginpagefix.spec.ts","",""
"","2481","Home page title test","chromium","2026-07-15","passed","2026-07-15","","homepagefix.spec.ts","",""
"","3715","Verify product information","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","3797","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","2867","@sanity Registration test with csv - John Doe59","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","1","do login into web application test","chromium","2026-07-15","skipped","2026-07-15","","loginpage.spec.ts","",""
"","2866","Verify search with product - macbook and MacBook Air","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","2836","Verify search with product - imac and iMac","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","2817","Logout link visibility test","chromium","2026-07-15","passed","2026-07-15","","homepage.spec.ts","",""
"","2385","Registration page title test","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","3686","Verify user is able to land on Product page imac and iMac","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","1871","Login page title test","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","2369","Footers exist or not","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","1822","Login page title test","chromium","2026-07-15","passed","2026-07-15","","loginpage.spec.ts","",""
"","4666","Verify add to cart functionality","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","2","Home page title test","chromium","2026-07-15","skipped","2026-07-15","","homepage.spec.ts","",""
"","2491","@smoke Headers count test","chromium","2026-07-15","passed","2026-07-15","","homepagefix.spec.ts","",""
"","2524","Company logo exist or not","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","2840","Verify search with product - macbook and MacBook Pro","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","2875","@sanity Registration test with csv - John Doe60","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","2594","Headers count test","chromium","2026-07-15","passed","2026-07-15","","homepage.spec.ts","",""
