"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5267","Verify product information","chromium","2026-07-28","passed","2026-07-28","","productpage.spec.ts","",""
"","2452","Forgot Password link visibility test","chromium","2026-07-28","passed","2026-07-28","","loginpagefix.spec.ts","",""
"","2354","Login page title test","chromium","2026-07-28","passed","2026-07-28","","loginpagefix.spec.ts","",""
"","3315","Home page title test","chromium","2026-07-28","passed","2026-07-28","","homepagefix.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-28","skipped","2026-07-28","","loginpage.spec.ts","",""
"","2399","TC10","chromium","2026-07-28","passed","2026-07-28","Serial Tests","loginpagefix.spec.ts","",""
"","5241","Verify product images count","chromium","2026-07-28","passed","2026-07-28","","productpage.spec.ts","",""
"","3214","Company logo exist or not","chromium","2026-07-28","passed","2026-07-28","","productpage.spec.ts","",""
"","3834","Verify search with product - macbook and MacBook Air","chromium","2026-07-28","passed","2026-07-28","","searchpage.spec.ts","",""
"","3832","Verify search with product - imac and iMac","chromium","2026-07-28","passed","2026-07-28","","searchpage.spec.ts","",""
"","3533","Logout link visibility test","chromium","2026-07-28","passed","2026-07-28","","homepage.spec.ts","",""
"","7018","Verify the checkout of selected product","chromium","2026-07-28","passed","2026-07-28","","checkout.spec.ts","",""
"","3721","Verify search with product - macbook and MacBook Pro","chromium","2026-07-28","passed","2026-07-28","","searchpage.spec.ts","",""
"","3420","@smoke Headers count test","chromium","2026-07-28","passed","2026-07-28","","homepagefix.spec.ts","",""
"","3220","Logout link visibility test","chromium","2026-07-28","passed","2026-07-28","","homepagefix.spec.ts","",""
"","3187","Headers count test","chromium","2026-07-28","passed","2026-07-28","","homepage.spec.ts","",""
"","3680","@sanity Registration test with csv - John Doe58","chromium","2026-07-28","passed","2026-07-28","","registration.spec.ts","",""
"","2907","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-28","passed","2026-07-28","","loginpagefix.spec.ts","",""
"","4697","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-28","passed","2026-07-28","","searchpage.spec.ts","",""
"","5931","Verify add to cart functionality","chromium","2026-07-28","passed","2026-07-28","","productpage.spec.ts","",""
"","2","Home page title test","chromium","2026-07-28","skipped","2026-07-28","","homepage.spec.ts","",""
"","2436","TC9","chromium","2026-07-28","passed","2026-07-28","Serial Tests","loginpagefix.spec.ts","",""
"","2881","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-28","passed","2026-07-28","","loginpagefix.spec.ts","",""
"","2964","Footers exist or not","chromium","2026-07-28","passed","2026-07-28","","productpage.spec.ts","",""
"","3239","Registration page title test","chromium","2026-07-28","passed","2026-07-28","","registration.spec.ts","",""
"","4597","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-28","passed","2026-07-28","","searchpage.spec.ts","",""
"","2382","Login page title test","chromium","2026-07-28","passed","2026-07-28","","loginpage.spec.ts","",""
"","3098","@smoke do login into web application test","chromium","2026-07-28","passed","2026-07-28","","loginpagefix.spec.ts","",""
"","2911","@sanity Invalid login test with - and 32423","chromium","2026-07-28","passed","2026-07-28","","loginpagefix.spec.ts","",""
"","3616","@sanity Registration test with csv - John Doe60","chromium","2026-07-28","passed","2026-07-28","","registration.spec.ts","",""
"","3665","@sanity Registration test with csv - John Doe59","chromium","2026-07-28","passed","2026-07-28","","registration.spec.ts","",""
"","4667","Verify user is able to land on Product page imac and iMac","chromium","2026-07-28","passed","2026-07-28","","searchpage.spec.ts","",""
"","2430","Forgot Password link visibility test","chromium","2026-07-28","passed","2026-07-28","","loginpage.spec.ts","",""
