"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5188","Verify product images count","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","4796","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","2941","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","2841","@sanity Invalid login test with - and 32423","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","2356","TC9","chromium","2026-07-18","passed","2026-07-18","Serial Tests","loginpagefix.spec.ts","",""
"","3509","@smoke Headers count test","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","3833","Verify search with product - imac and iMac","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","5103","Verify product information","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","4308","Logout link visibility test","chromium","2026-07-18","passed","2026-07-18","","homepage.spec.ts","",""
"","5221","Verify user is able to land on Product page imac and iMac","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-18","skipped","2026-07-18","","loginpage.spec.ts","",""
"","4360","Headers count test","chromium","2026-07-18","passed","2026-07-18","","homepage.spec.ts","",""
"","7843","Verify the checkout of selected product","chromium","2026-07-18","passed","2026-07-18","","checkout.spec.ts","",""
"","2","Home page title test","chromium","2026-07-18","skipped","2026-07-18","","homepage.spec.ts","",""
"","4280","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","3893","@sanity Registration test with csv - John Doe59","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","3342","Registration page title test","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","3858","@sanity Registration test with csv - John Doe60","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","2473","Forgot Password link visibility test","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","2165","Forgot Password link visibility test","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","3202","Footers exist or not","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","4270","Home page title test","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","2564","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","3799","Verify search with product - macbook and MacBook Air","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","3720","Logout link visibility test","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","3602","Verify search with product - macbook and MacBook Pro","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","3352","Company logo exist or not","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","2145","Login page title test","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","5889","Verify add to cart functionality","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","3292","@sanity Registration test with csv - John Doe58","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","2210","Login page title test","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","2690","TC10","chromium","2026-07-18","passed","2026-07-18","Serial Tests","loginpagefix.spec.ts","",""
"","3096","@smoke do login into web application test","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
