"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2688","Headers count test","chromium","2026-08-30","passed","2026-08-30","","homepage.spec.ts","",""
"","3946","Verify product information","chromium","2026-08-30","passed","2026-08-30","","productpage.spec.ts","",""
"","1845","TC9","chromium","2026-08-30","passed","2026-08-30","Serial Tests","loginpagefix.spec.ts","",""
"","2594","@smoke Headers count test","chromium","2026-08-30","passed","2026-08-30","","homepagefix.spec.ts","",""
"","2342","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-30","passed","2026-08-30","","loginpagefix.spec.ts","",""
"","3012","Verify search with product - macbook and MacBook Air","chromium","2026-08-30","passed","2026-08-30","","searchpage.spec.ts","",""
"","2937","@sanity Registration test with csv - John Doe60","chromium","2026-08-30","passed","2026-08-30","","registration.spec.ts","",""
"","2486","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-30","passed","2026-08-30","","loginpagefix.spec.ts","",""
"","1888","Forgot Password link visibility test","chromium","2026-08-30","passed","2026-08-30","","loginpagefix.spec.ts","",""
"","2696","@smoke do login into web application test","chromium","2026-08-30","passed","2026-08-30","","loginpagefix.spec.ts","",""
"","4756","Verify product images count","chromium","2026-08-30","passed","2026-08-30","","productpage.spec.ts","",""
"","2672","Logout link visibility test","chromium","2026-08-30","passed","2026-08-30","","homepagefix.spec.ts","",""
"","2964","Logout link visibility test","chromium","2026-08-30","passed","2026-08-30","","homepage.spec.ts","",""
"","2731","Footers exist or not","chromium","2026-08-30","passed","2026-08-30","","productpage.spec.ts","",""
"","1","do login into web application test","chromium","2026-08-30","skipped","2026-08-30","","loginpage.spec.ts","",""
"","2311","Registration page title test","chromium","2026-08-30","passed","2026-08-30","","registration.spec.ts","",""
"","2311","@sanity Invalid login test with - and 32423","chromium","2026-08-30","passed","2026-08-30","","loginpagefix.spec.ts","",""
"","3010","Verify search with product - imac and iMac","chromium","2026-08-30","passed","2026-08-30","","searchpage.spec.ts","",""
"","1742","TC10","chromium","2026-08-30","passed","2026-08-30","Serial Tests","loginpagefix.spec.ts","",""
"","3052","@sanity Registration test with csv - John Doe58","chromium","2026-08-30","passed","2026-08-30","","registration.spec.ts","",""
"","3917","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-30","passed","2026-08-30","","searchpage.spec.ts","",""
"","2550","Company logo exist or not","chromium","2026-08-30","passed","2026-08-30","","productpage.spec.ts","",""
"","1789","Login page title test","chromium","2026-08-30","passed","2026-08-30","","loginpagefix.spec.ts","",""
"","2814","@sanity Registration test with csv - John Doe59","chromium","2026-08-30","passed","2026-08-30","","registration.spec.ts","",""
"","5795","Verify the checkout of selected product","chromium","2026-08-30","passed","2026-08-30","","checkout.spec.ts","",""
"","2947","Verify search with product - macbook and MacBook Pro","chromium","2026-08-30","passed","2026-08-30","","searchpage.spec.ts","",""
"","3851","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-30","passed","2026-08-30","","searchpage.spec.ts","",""
"","2","Home page title test","chromium","2026-08-30","skipped","2026-08-30","","homepage.spec.ts","",""
"","3776","Verify user is able to land on Product page imac and iMac","chromium","2026-08-30","passed","2026-08-30","","searchpage.spec.ts","",""
"","4938","Verify add to cart functionality","chromium","2026-08-30","passed","2026-08-30","","productpage.spec.ts","",""
"","1918","Forgot Password link visibility test","chromium","2026-08-30","passed","2026-08-30","","loginpage.spec.ts","",""
"","2830","Home page title test","chromium","2026-08-30","passed","2026-08-30","","homepagefix.spec.ts","",""
"","1866","Login page title test","chromium","2026-08-30","passed","2026-08-30","","loginpage.spec.ts","",""
