"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1936","Forgot Password link visibility test","chromium","2026-08-27","passed","2026-08-27","","loginpagefix.spec.ts","",""
"","3646","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-27","passed","2026-08-27","","searchpage.spec.ts","",""
"","3000","Verify search with product - imac and iMac","chromium","2026-08-27","passed","2026-08-27","","searchpage.spec.ts","",""
"","1975","TC10","chromium","2026-08-27","passed","2026-08-27","Serial Tests","loginpagefix.spec.ts","",""
"","2696","Footers exist or not","chromium","2026-08-27","passed","2026-08-27","","productpage.spec.ts","",""
"","2","Home page title test","chromium","2026-08-27","skipped","2026-08-27","","homepage.spec.ts","",""
"","2752","@smoke Headers count test","chromium","2026-08-27","passed","2026-08-27","","homepagefix.spec.ts","",""
"","5377","Verify product images count","chromium","2026-08-27","passed","2026-08-27","","productpage.spec.ts","",""
"","3644","Verify user is able to land on Product page imac and iMac","chromium","2026-08-27","passed","2026-08-27","","searchpage.spec.ts","",""
"","2136","TC9","chromium","2026-08-27","passed","2026-08-27","Serial Tests","loginpagefix.spec.ts","",""
"","1826","Login page title test","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","2471","Registration page title test","chromium","2026-08-27","passed","2026-08-27","","registration.spec.ts","",""
"","3339","@sanity Registration test with csv - John Doe58","chromium","2026-08-27","passed","2026-08-27","","registration.spec.ts","",""
"","2758","@smoke do login into web application test","chromium","2026-08-27","passed","2026-08-27","","loginpagefix.spec.ts","",""
"","2905","Headers count test","chromium","2026-08-27","passed","2026-08-27","","homepage.spec.ts","",""
"","6868","Verify the checkout of selected product","chromium","2026-08-27","passed","2026-08-27","","checkout.spec.ts","",""
"","2803","Home page title test","chromium","2026-08-27","passed","2026-08-27","","homepagefix.spec.ts","",""
"","2668","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-27","passed","2026-08-27","","loginpagefix.spec.ts","",""
"","5907","Verify product information","chromium","2026-08-27","passed","2026-08-27","","productpage.spec.ts","",""
"","2731","Company logo exist or not","chromium","2026-08-27","passed","2026-08-27","","productpage.spec.ts","",""
"","2342","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-27","passed","2026-08-27","","loginpagefix.spec.ts","",""
"","1718","Login page title test","chromium","2026-08-27","passed","2026-08-27","","loginpagefix.spec.ts","",""
"","3111","Logout link visibility test","chromium","2026-08-27","passed","2026-08-27","","homepage.spec.ts","",""
"","3241","Verify search with product - macbook and MacBook Air","chromium","2026-08-27","passed","2026-08-27","","searchpage.spec.ts","",""
"","1920","Forgot Password link visibility test","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","2722","@sanity Invalid login test with - and 32423","chromium","2026-08-27","passed","2026-08-27","","loginpagefix.spec.ts","",""
"","3077","@sanity Registration test with csv - John Doe59","chromium","2026-08-27","passed","2026-08-27","","registration.spec.ts","",""
"","3843","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-27","passed","2026-08-27","","searchpage.spec.ts","",""
"","5397","Verify add to cart functionality","chromium","2026-08-27","passed","2026-08-27","","productpage.spec.ts","",""
"","3048","Verify search with product - macbook and MacBook Pro","chromium","2026-08-27","passed","2026-08-27","","searchpage.spec.ts","",""
"","3127","@sanity Registration test with csv - John Doe60","chromium","2026-08-27","passed","2026-08-27","","registration.spec.ts","",""
"","0","do login into web application test","chromium","2026-08-27","skipped","2026-08-27","","loginpage.spec.ts","",""
"","2768","Logout link visibility test","chromium","2026-08-27","passed","2026-08-27","","homepagefix.spec.ts","",""
