"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4563","Verify user is able to land on Product page imac and iMac","chromium","2026-07-09","passed","2026-07-09","","searchpage.spec.ts","",""
"","3590","Logout link visibility test","chromium","2026-07-09","passed","2026-07-09","","homepage.spec.ts","",""
"","5903","Verify add to cart functionality","chromium","2026-07-09","passed","2026-07-09","","productpage.spec.ts","",""
"","2315","Login page title test","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","5107","Verify product images count","chromium","2026-07-09","passed","2026-07-09","","productpage.spec.ts","",""
"","2959","@smoke Headers count test","chromium","2026-07-09","passed","2026-07-09","","homepagefix.spec.ts","",""
"","3430","@sanity Registration test with csv - John Doe60","chromium","2026-07-09","passed","2026-07-09","","registration.spec.ts","",""
"","4643","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-09","passed","2026-07-09","","searchpage.spec.ts","",""
"","2338","Login page title test","chromium","2026-07-09","passed","2026-07-09","","loginpagefix.spec.ts","",""
"","3485","Verify search with product - imac and iMac","chromium","2026-07-09","passed","2026-07-09","","searchpage.spec.ts","",""
"","2875","@sanity Invalid login test with - and 32423","chromium","2026-07-09","passed","2026-07-09","","loginpagefix.spec.ts","",""
"","2875","Registration page title test","chromium","2026-07-09","passed","2026-07-09","","registration.spec.ts","",""
"","3561","Verify search with product - macbook and MacBook Air","chromium","2026-07-09","passed","2026-07-09","","searchpage.spec.ts","",""
"","2839","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-09","passed","2026-07-09","","loginpagefix.spec.ts","",""
"","4673","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-09","passed","2026-07-09","","searchpage.spec.ts","",""
"","3569","@sanity Registration test with csv - John Doe58","chromium","2026-07-09","passed","2026-07-09","","registration.spec.ts","",""
"","3117","Footers exist or not","chromium","2026-07-09","passed","2026-07-09","","productpage.spec.ts","",""
"","2836","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-09","passed","2026-07-09","","loginpagefix.spec.ts","",""
"","2987","Company logo exist or not","chromium","2026-07-09","passed","2026-07-09","","productpage.spec.ts","",""
"","3215","Home page title test","chromium","2026-07-09","passed","2026-07-09","","homepagefix.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-09","skipped","2026-07-09","","loginpage.spec.ts","",""
"","2","Home page title test","chromium","2026-07-09","skipped","2026-07-09","","homepage.spec.ts","",""
"","5088","Verify product information","chromium","2026-07-09","passed","2026-07-09","","productpage.spec.ts","",""
"","3544","@sanity Registration test with csv - John Doe59","chromium","2026-07-09","passed","2026-07-09","","registration.spec.ts","",""
"","2369","Forgot Password link visibility test","chromium","2026-07-09","passed","2026-07-09","","loginpagefix.spec.ts","",""
"","7047","Verify the checkout of selected product","chromium","2026-07-09","passed","2026-07-09","","checkout.spec.ts","",""
"","3102","Headers count test","chromium","2026-07-09","passed","2026-07-09","","homepage.spec.ts","",""
"","2807","Logout link visibility test","chromium","2026-07-09","passed","2026-07-09","","homepagefix.spec.ts","",""
"","2334","Forgot Password link visibility test","chromium","2026-07-09","passed","2026-07-09","","loginpage.spec.ts","",""
"","2275","TC10","chromium","2026-07-09","passed","2026-07-09","Serial Tests","loginpagefix.spec.ts","",""
"","3556","Verify search with product - macbook and MacBook Pro","chromium","2026-07-09","passed","2026-07-09","","searchpage.spec.ts","",""
"","2336","TC9","chromium","2026-07-09","passed","2026-07-09","Serial Tests","loginpagefix.spec.ts","",""
"","3117","@smoke do login into web application test","chromium","2026-07-09","passed","2026-07-09","","loginpagefix.spec.ts","",""
