"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2842","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-19","passed","2026-08-19","","loginpagefix.spec.ts","",""
"","3277","@smoke do login into web application test","chromium","2026-08-19","passed","2026-08-19","","loginpagefix.spec.ts","",""
"","3789","Verify search with product - imac and iMac","chromium","2026-08-19","passed","2026-08-19","","searchpage.spec.ts","",""
"","2259","Login page title test","chromium","2026-08-19","passed","2026-08-19","","loginpage.spec.ts","",""
"","3134","@smoke Headers count test","chromium","2026-08-19","passed","2026-08-19","","homepagefix.spec.ts","",""
"","3","Home page title test","chromium","2026-08-19","skipped","2026-08-19","","homepage.spec.ts","",""
"","3692","Verify search with product - macbook and MacBook Pro","chromium","2026-08-19","passed","2026-08-19","","searchpage.spec.ts","",""
"","4630","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-19","passed","2026-08-19","","searchpage.spec.ts","",""
"","2914","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-19","passed","2026-08-19","","loginpagefix.spec.ts","",""
"","3671","@sanity Registration test with csv - John Doe59","chromium","2026-08-19","passed","2026-08-19","","registration.spec.ts","",""
"","2252","TC10","chromium","2026-08-19","passed","2026-08-19","Serial Tests","loginpagefix.spec.ts","",""
"","3185","Logout link visibility test","chromium","2026-08-19","passed","2026-08-19","","homepage.spec.ts","",""
"","3244","Home page title test","chromium","2026-08-19","passed","2026-08-19","","homepagefix.spec.ts","",""
"","3860","@sanity Registration test with csv - John Doe60","chromium","2026-08-19","passed","2026-08-19","","registration.spec.ts","",""
"","3104","Logout link visibility test","chromium","2026-08-19","passed","2026-08-19","","homepagefix.spec.ts","",""
"","6827","Verify the checkout of selected product","chromium","2026-08-19","passed","2026-08-19","","checkout.spec.ts","",""
"","5499","Verify product information","chromium","2026-08-19","passed","2026-08-19","","productpage.spec.ts","",""
"","3634","@sanity Registration test with csv - John Doe58","chromium","2026-08-19","passed","2026-08-19","","registration.spec.ts","",""
"","4825","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-19","passed","2026-08-19","","searchpage.spec.ts","",""
"","5832","Verify add to cart functionality","chromium","2026-08-19","passed","2026-08-19","","productpage.spec.ts","",""
"","5128","Verify product images count","chromium","2026-08-19","passed","2026-08-19","","productpage.spec.ts","",""
"","2438","Login page title test","chromium","2026-08-19","passed","2026-08-19","","loginpagefix.spec.ts","",""
"","2967","Footers exist or not","chromium","2026-08-19","passed","2026-08-19","","productpage.spec.ts","",""
"","2467","TC9","chromium","2026-08-19","passed","2026-08-19","Serial Tests","loginpagefix.spec.ts","",""
"","2974","@sanity Invalid login test with - and 32423","chromium","2026-08-19","passed","2026-08-19","","loginpagefix.spec.ts","",""
"","2277","Forgot Password link visibility test","chromium","2026-08-19","passed","2026-08-19","","loginpage.spec.ts","",""
"","3597","Verify search with product - macbook and MacBook Air","chromium","2026-08-19","passed","2026-08-19","","searchpage.spec.ts","",""
"","0","do login into web application test","chromium","2026-08-19","skipped","2026-08-19","","loginpage.spec.ts","",""
"","2351","Forgot Password link visibility test","chromium","2026-08-19","passed","2026-08-19","","loginpagefix.spec.ts","",""
"","3158","Headers count test","chromium","2026-08-19","passed","2026-08-19","","homepage.spec.ts","",""
"","4524","Verify user is able to land on Product page imac and iMac","chromium","2026-08-19","passed","2026-08-19","","searchpage.spec.ts","",""
"","2981","Registration page title test","chromium","2026-08-19","passed","2026-08-19","","registration.spec.ts","",""
"","3209","Company logo exist or not","chromium","2026-08-19","passed","2026-08-19","","productpage.spec.ts","",""
