"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1925","TC10","chromium","2026-07-18","passed","2026-07-18","Serial Tests","loginpagefix.spec.ts","",""
"","2996","@sanity Registration test with csv - John Doe60","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","2634","Headers count test","chromium","2026-07-18","passed","2026-07-18","","homepage.spec.ts","",""
"","3047","@sanity Registration test with csv - John Doe58","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-18","skipped","2026-07-18","","loginpage.spec.ts","",""
"","2530","Registration page title test","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","4400","Verify product information","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","4422","Verify add to cart functionality","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","1981","Forgot Password link visibility test","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","4172","Verify product images count","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","1739","TC9","chromium","2026-07-18","passed","2026-07-18","Serial Tests","loginpagefix.spec.ts","",""
"","3914","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","2802","@sanity Registration test with csv - John Doe59","chromium","2026-07-18","passed","2026-07-18","","registration.spec.ts","",""
"","2000","Forgot Password link visibility test","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","3940","Verify user is able to land on Product page imac and iMac","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","3796","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","2923","Logout link visibility test","chromium","2026-07-18","passed","2026-07-18","","homepage.spec.ts","",""
"","3087","Verify search with product - macbook and MacBook Air","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","1904","Login page title test","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","3195","Verify search with product - macbook and MacBook Pro","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","1926","Login page title test","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","2583","Footers exist or not","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
"","2753","Logout link visibility test","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","2500","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","2777","@smoke do login into web application test","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","3072","Verify search with product - imac and iMac","chromium","2026-07-18","passed","2026-07-18","","searchpage.spec.ts","",""
"","2","Home page title test","chromium","2026-07-18","skipped","2026-07-18","","homepage.spec.ts","",""
"","3012","Home page title test","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","2397","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","5762","Verify the checkout of selected product","chromium","2026-07-18","passed","2026-07-18","","checkout.spec.ts","",""
"","2433","@sanity Invalid login test with - and 32423","chromium","2026-07-18","passed","2026-07-18","","loginpagefix.spec.ts","",""
"","2648","@smoke Headers count test","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","2753","Company logo exist or not","chromium","2026-07-18","passed","2026-07-18","","productpage.spec.ts","",""
