"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5207","Verify product information","chromium","2026-08-06","passed","2026-08-06","","productpage.spec.ts","",""
"","4951","Verify product images count","chromium","2026-08-06","passed","2026-08-06","","productpage.spec.ts","",""
"","3429","Headers count test","chromium","2026-08-06","passed","2026-08-06","","homepage.spec.ts","",""
"","2322","Login page title test","chromium","2026-08-06","passed","2026-08-06","","loginpage.spec.ts","",""
"","3171","Footers exist or not","chromium","2026-08-06","passed","2026-08-06","","productpage.spec.ts","",""
"","6019","Verify add to cart functionality","chromium","2026-08-06","passed","2026-08-06","","productpage.spec.ts","",""
"","2772","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-06","passed","2026-08-06","","loginpagefix.spec.ts","",""
"","2284","TC10","chromium","2026-08-06","passed","2026-08-06","Serial Tests","loginpagefix.spec.ts","",""
"","3478","@sanity Registration test with csv - John Doe60","chromium","2026-08-06","passed","2026-08-06","","registration.spec.ts","",""
"","2339","TC9","chromium","2026-08-06","passed","2026-08-06","Serial Tests","loginpagefix.spec.ts","",""
"","4721","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-06","passed","2026-08-06","","searchpage.spec.ts","",""
"","3707","Verify search with product - macbook and MacBook Air","chromium","2026-08-06","passed","2026-08-06","","searchpage.spec.ts","",""
"","3640","@sanity Registration test with csv - John Doe58","chromium","2026-08-06","passed","2026-08-06","","registration.spec.ts","",""
"","2971","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-06","passed","2026-08-06","","loginpagefix.spec.ts","",""
"","3497","@sanity Registration test with csv - John Doe59","chromium","2026-08-06","passed","2026-08-06","","registration.spec.ts","",""
"","2785","@sanity Invalid login test with - and 32423","chromium","2026-08-06","passed","2026-08-06","","loginpagefix.spec.ts","",""
"","1","do login into web application test","chromium","2026-08-06","skipped","2026-08-06","","loginpage.spec.ts","",""
"","3282","Logout link visibility test","chromium","2026-08-06","passed","2026-08-06","","homepage.spec.ts","",""
"","3130","Home page title test","chromium","2026-08-06","passed","2026-08-06","","homepagefix.spec.ts","",""
"","2991","@smoke Headers count test","chromium","2026-08-06","passed","2026-08-06","","homepagefix.spec.ts","",""
"","3741","Verify search with product - macbook and MacBook Pro","chromium","2026-08-06","passed","2026-08-06","","searchpage.spec.ts","",""
"","3297","Company logo exist or not","chromium","2026-08-06","passed","2026-08-06","","productpage.spec.ts","",""
"","6654","Verify the checkout of selected product","chromium","2026-08-06","passed","2026-08-06","","checkout.spec.ts","",""
"","3375","@smoke do login into web application test","chromium","2026-08-06","passed","2026-08-06","","loginpagefix.spec.ts","",""
"","2834","Registration page title test","chromium","2026-08-06","passed","2026-08-06","","registration.spec.ts","",""
"","3256","Logout link visibility test","chromium","2026-08-06","passed","2026-08-06","","homepagefix.spec.ts","",""
"","2185","Login page title test","chromium","2026-08-06","passed","2026-08-06","","loginpagefix.spec.ts","",""
"","3564","Verify search with product - imac and iMac","chromium","2026-08-06","passed","2026-08-06","","searchpage.spec.ts","",""
"","4458","Verify user is able to land on Product page imac and iMac","chromium","2026-08-06","passed","2026-08-06","","searchpage.spec.ts","",""
"","2314","Forgot Password link visibility test","chromium","2026-08-06","passed","2026-08-06","","loginpagefix.spec.ts","",""
"","2262","Forgot Password link visibility test","chromium","2026-08-06","passed","2026-08-06","","loginpage.spec.ts","",""
"","2","Home page title test","chromium","2026-08-06","skipped","2026-08-06","","homepage.spec.ts","",""
"","4752","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-06","passed","2026-08-06","","searchpage.spec.ts","",""
