"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1863","Login page title test","chromium","2026-07-25","passed","2026-07-25","","loginpagefix.spec.ts","",""
"","2880","Logout link visibility test","chromium","2026-07-25","passed","2026-07-25","","homepage.spec.ts","",""
"","2590","Home page title test","chromium","2026-07-25","passed","2026-07-25","","homepagefix.spec.ts","",""
"","4356","Verify product information","chromium","2026-07-25","passed","2026-07-25","","productpage.spec.ts","",""
"","2640","Logout link visibility test","chromium","2026-07-25","passed","2026-07-25","","homepagefix.spec.ts","",""
"","1647","TC9","chromium","2026-07-25","passed","2026-07-25","Serial Tests","loginpagefix.spec.ts","",""
"","2170","Registration page title test","chromium","2026-07-25","passed","2026-07-25","","registration.spec.ts","",""
"","5837","Verify the checkout of selected product","chromium","2026-07-25","passed","2026-07-25","","checkout.spec.ts","",""
"","2942","Verify search with product - macbook and MacBook Pro","chromium","2026-07-25","passed","2026-07-25","","searchpage.spec.ts","",""
"","3804","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-25","passed","2026-07-25","","searchpage.spec.ts","",""
"","1876","Forgot Password link visibility test","chromium","2026-07-25","passed","2026-07-25","","loginpagefix.spec.ts","",""
"","2246","@sanity Invalid login test with - and 32423","chromium","2026-07-25","passed","2026-07-25","","loginpagefix.spec.ts","",""
"","1692","TC10","chromium","2026-07-25","passed","2026-07-25","Serial Tests","loginpagefix.spec.ts","",""
"","4284","Verify product images count","chromium","2026-07-25","passed","2026-07-25","","productpage.spec.ts","",""
"","2309","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-25","passed","2026-07-25","","loginpagefix.spec.ts","",""
"","1821","Forgot Password link visibility test","chromium","2026-07-25","passed","2026-07-25","","loginpage.spec.ts","",""
"","2550","@smoke Headers count test","chromium","2026-07-25","passed","2026-07-25","","homepagefix.spec.ts","",""
"","2562","Company logo exist or not","chromium","2026-07-25","passed","2026-07-25","","productpage.spec.ts","",""
"","3836","Verify user is able to land on Product page imac and iMac","chromium","2026-07-25","passed","2026-07-25","","searchpage.spec.ts","",""
"","1","do login into web application test","chromium","2026-07-25","skipped","2026-07-25","","loginpage.spec.ts","",""
"","1661","Login page title test","chromium","2026-07-25","passed","2026-07-25","","loginpage.spec.ts","",""
"","2997","Verify search with product - macbook and MacBook Air","chromium","2026-07-25","passed","2026-07-25","","searchpage.spec.ts","",""
"","2","Home page title test","chromium","2026-07-25","skipped","2026-07-25","","homepage.spec.ts","",""
"","2595","Footers exist or not","chromium","2026-07-25","passed","2026-07-25","","productpage.spec.ts","",""
"","3853","Verify add to cart functionality","chromium","2026-07-25","passed","2026-07-25","","productpage.spec.ts","",""
"","2872","Verify search with product - imac and iMac","chromium","2026-07-25","passed","2026-07-25","","searchpage.spec.ts","",""
"","2750","@sanity Registration test with csv - John Doe58","chromium","2026-07-25","passed","2026-07-25","","registration.spec.ts","",""
"","2878","@sanity Registration test with csv - John Doe59","chromium","2026-07-25","passed","2026-07-25","","registration.spec.ts","",""
"","2130","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-25","passed","2026-07-25","","loginpagefix.spec.ts","",""
"","2668","Headers count test","chromium","2026-07-25","passed","2026-07-25","","homepage.spec.ts","",""
"","2543","@smoke do login into web application test","chromium","2026-07-25","passed","2026-07-25","","loginpagefix.spec.ts","",""
"","3844","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-25","passed","2026-07-25","","searchpage.spec.ts","",""
"","2906","@sanity Registration test with csv - John Doe60","chromium","2026-07-25","passed","2026-07-25","","registration.spec.ts","",""
