"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Home page title test","chromium","2026-09-11","skipped","2026-09-11","","homepage.spec.ts","",""
"","3197","Logout link visibility test","chromium","2026-09-11","passed","2026-09-11","","homepage.spec.ts","",""
"","6113","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-09-11","passed","2026-09-11","","searchpage.spec.ts","",""
"","3358","Verify search with product - macbook and MacBook Pro","chromium","2026-09-11","passed","2026-09-11","","searchpage.spec.ts","",""
"","3593","@sanity Registration test with csv - John Doe58","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","3173","@smoke do login into web application test","chromium","2026-09-11","passed","2026-09-11","","loginpagefix.spec.ts","",""
"","2748","@sanity Invalid login test with - and 32423","chromium","2026-09-11","passed","2026-09-11","","loginpagefix.spec.ts","",""
"","2968","Logout link visibility test","chromium","2026-09-11","passed","2026-09-11","","homepagefix.spec.ts","",""
"","4672","Verify product images count","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","3153","@sanity Registration test with csv - John Doe60","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","2161","TC10","chromium","2026-09-11","passed","2026-09-11","Serial Tests","loginpagefix.spec.ts","",""
"","5372","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-09-11","passed","2026-09-11","","searchpage.spec.ts","",""
"","5512","Verify product information","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","6758","Verify the checkout of selected product","chromium","2026-09-11","passed","2026-09-11","","checkout.spec.ts","",""
"","2297","Forgot Password link visibility test","chromium","2026-09-11","passed","2026-09-11","","loginpagefix.spec.ts","",""
"","2838","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-09-11","passed","2026-09-11","","loginpagefix.spec.ts","",""
"","2240","Forgot Password link visibility test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","2822","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-09-11","passed","2026-09-11","","loginpagefix.spec.ts","",""
"","3038","@sanity Registration test with csv - John Doe59","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","2379","TC9","chromium","2026-09-11","passed","2026-09-11","Serial Tests","loginpagefix.spec.ts","",""
"","2898","Company logo exist or not","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","6503","Verify search with product - imac and iMac","chromium","2026-09-11","passed","2026-09-11","","searchpage.spec.ts","",""
"","4906","Verify search with product - macbook and MacBook Air","chromium","2026-09-11","passed","2026-09-11","","searchpage.spec.ts","",""
"","2019","Login page title test","chromium","2026-09-11","passed","2026-09-11","","loginpage.spec.ts","",""
"","2794","Footers exist or not","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","2929","Headers count test","chromium","2026-09-11","passed","2026-09-11","","homepage.spec.ts","",""
"","0","do login into web application test","chromium","2026-09-11","skipped","2026-09-11","","loginpage.spec.ts","",""
"","3150","@smoke Headers count test","chromium","2026-09-11","passed","2026-09-11","","homepagefix.spec.ts","",""
"","5620","Verify add to cart functionality","chromium","2026-09-11","passed","2026-09-11","","productpage.spec.ts","",""
"","1893","Login page title test","chromium","2026-09-11","passed","2026-09-11","","loginpagefix.spec.ts","",""
"","2880","Home page title test","chromium","2026-09-11","passed","2026-09-11","","homepagefix.spec.ts","",""
"","2681","Registration page title test","chromium","2026-09-11","passed","2026-09-11","","registration.spec.ts","",""
"","4655","Verify user is able to land on Product page imac and iMac","chromium","2026-09-11","passed","2026-09-11","","searchpage.spec.ts","",""
