"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2614","Footers exist or not","chromium","2026-08-10","passed","2026-08-10","","productpage.spec.ts","",""
"","2637","@smoke do login into web application test","chromium","2026-08-10","passed","2026-08-10","","loginpagefix.spec.ts","",""
"","1","Home page title test","chromium","2026-08-10","skipped","2026-08-10","","homepage.spec.ts","",""
"","2253","@sanity Invalid login test with - and 32423","chromium","2026-08-10","passed","2026-08-10","","loginpagefix.spec.ts","",""
"","3861","Verify product information","chromium","2026-08-10","passed","2026-08-10","","productpage.spec.ts","",""
"","4246","Verify product images count","chromium","2026-08-10","passed","2026-08-10","","productpage.spec.ts","",""
"","2429","@smoke Headers count test","chromium","2026-08-10","passed","2026-08-10","","homepagefix.spec.ts","",""
"","5701","Verify the checkout of selected product","chromium","2026-08-10","passed","2026-08-10","","checkout.spec.ts","",""
"","1744","Forgot Password link visibility test","chromium","2026-08-10","passed","2026-08-10","","loginpagefix.spec.ts","",""
"","1824","Login page title test","chromium","2026-08-10","passed","2026-08-10","","loginpage.spec.ts","",""
"","3803","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-10","passed","2026-08-10","","searchpage.spec.ts","",""
"","2292","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-10","passed","2026-08-10","","loginpagefix.spec.ts","",""
"","1859","TC10","chromium","2026-08-10","passed","2026-08-10","Serial Tests","loginpagefix.spec.ts","",""
"","3950","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-10","passed","2026-08-10","","searchpage.spec.ts","",""
"","0","do login into web application test","chromium","2026-08-10","skipped","2026-08-10","","loginpage.spec.ts","",""
"","3007","Verify search with product - macbook and MacBook Air","chromium","2026-08-10","passed","2026-08-10","","searchpage.spec.ts","",""
"","2401","Registration page title test","chromium","2026-08-10","passed","2026-08-10","","registration.spec.ts","",""
"","2958","@sanity Registration test with csv - John Doe60","chromium","2026-08-10","passed","2026-08-10","","registration.spec.ts","",""
"","2657","Logout link visibility test","chromium","2026-08-10","passed","2026-08-10","","homepagefix.spec.ts","",""
"","2647","Headers count test","chromium","2026-08-10","passed","2026-08-10","","homepage.spec.ts","",""
"","2924","Logout link visibility test","chromium","2026-08-10","passed","2026-08-10","","homepage.spec.ts","",""
"","3649","Verify user is able to land on Product page imac and iMac","chromium","2026-08-10","passed","2026-08-10","","searchpage.spec.ts","",""
"","2342","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-10","passed","2026-08-10","","loginpagefix.spec.ts","",""
"","3047","Verify search with product - macbook and MacBook Pro","chromium","2026-08-10","passed","2026-08-10","","searchpage.spec.ts","",""
"","2635","Company logo exist or not","chromium","2026-08-10","passed","2026-08-10","","productpage.spec.ts","",""
"","3054","Verify search with product - imac and iMac","chromium","2026-08-10","passed","2026-08-10","","searchpage.spec.ts","",""
"","4784","Verify add to cart functionality","chromium","2026-08-10","passed","2026-08-10","","productpage.spec.ts","",""
"","2966","@sanity Registration test with csv - John Doe58","chromium","2026-08-10","passed","2026-08-10","","registration.spec.ts","",""
"","2689","Home page title test","chromium","2026-08-10","passed","2026-08-10","","homepagefix.spec.ts","",""
"","2032","TC9","chromium","2026-08-10","passed","2026-08-10","Serial Tests","loginpagefix.spec.ts","",""
"","1888","Login page title test","chromium","2026-08-10","passed","2026-08-10","","loginpagefix.spec.ts","",""
"","1709","Forgot Password link visibility test","chromium","2026-08-10","passed","2026-08-10","","loginpage.spec.ts","",""
"","2743","@sanity Registration test with csv - John Doe59","chromium","2026-08-10","passed","2026-08-10","","registration.spec.ts","",""
