"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2391","TC10","chromium","2026-07-31","passed","2026-07-31","Serial Tests","loginpagefix.spec.ts","",""
"","2341","Login page title test","chromium","2026-07-31","passed","2026-07-31","","loginpage.spec.ts","",""
"","7251","Verify the checkout of selected product","chromium","2026-07-31","passed","2026-07-31","","checkout.spec.ts","",""
"","4472","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-31","passed","2026-07-31","","searchpage.spec.ts","",""
"","3259","Logout link visibility test","chromium","2026-07-31","passed","2026-07-31","","homepage.spec.ts","",""
"","5130","Verify product information","chromium","2026-07-31","passed","2026-07-31","","productpage.spec.ts","",""
"","2390","Login page title test","chromium","2026-07-31","passed","2026-07-31","","loginpagefix.spec.ts","",""
"","3703","Verify search with product - macbook and MacBook Air","chromium","2026-07-31","passed","2026-07-31","","searchpage.spec.ts","",""
"","3662","@sanity Registration test with csv - John Doe60","chromium","2026-07-31","passed","2026-07-31","","registration.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-31","skipped","2026-07-31","","loginpage.spec.ts","",""
"","4621","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-31","passed","2026-07-31","","searchpage.spec.ts","",""
"","5149","Verify product images count","chromium","2026-07-31","passed","2026-07-31","","productpage.spec.ts","",""
"","2336","Forgot Password link visibility test","chromium","2026-07-31","passed","2026-07-31","","loginpage.spec.ts","",""
"","3340","Headers count test","chromium","2026-07-31","passed","2026-07-31","","homepage.spec.ts","",""
"","2352","TC9","chromium","2026-07-31","passed","2026-07-31","Serial Tests","loginpagefix.spec.ts","",""
"","3275","Company logo exist or not","chromium","2026-07-31","passed","2026-07-31","","productpage.spec.ts","",""
"","4533","Verify user is able to land on Product page imac and iMac","chromium","2026-07-31","passed","2026-07-31","","searchpage.spec.ts","",""
"","1","Home page title test","chromium","2026-07-31","skipped","2026-07-31","","homepage.spec.ts","",""
"","2895","@sanity Invalid login test with - and 32423","chromium","2026-07-31","passed","2026-07-31","","loginpagefix.spec.ts","",""
"","2894","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-31","passed","2026-07-31","","loginpagefix.spec.ts","",""
"","3062","@smoke Headers count test","chromium","2026-07-31","passed","2026-07-31","","homepagefix.spec.ts","",""
"","3596","Verify search with product - imac and iMac","chromium","2026-07-31","passed","2026-07-31","","searchpage.spec.ts","",""
"","3109","Logout link visibility test","chromium","2026-07-31","passed","2026-07-31","","homepagefix.spec.ts","",""
"","3005","Home page title test","chromium","2026-07-31","passed","2026-07-31","","homepagefix.spec.ts","",""
"","3541","Verify search with product - macbook and MacBook Pro","chromium","2026-07-31","passed","2026-07-31","","searchpage.spec.ts","",""
"","2869","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-31","passed","2026-07-31","","loginpagefix.spec.ts","",""
"","3226","@smoke do login into web application test","chromium","2026-07-31","passed","2026-07-31","","loginpagefix.spec.ts","",""
"","3414","@sanity Registration test with csv - John Doe58","chromium","2026-07-31","passed","2026-07-31","","registration.spec.ts","",""
"","2934","Registration page title test","chromium","2026-07-31","passed","2026-07-31","","registration.spec.ts","",""
"","6047","Verify add to cart functionality","chromium","2026-07-31","passed","2026-07-31","","productpage.spec.ts","",""
"","3214","Footers exist or not","chromium","2026-07-31","passed","2026-07-31","","productpage.spec.ts","",""
"","3733","@sanity Registration test with csv - John Doe59","chromium","2026-07-31","passed","2026-07-31","","registration.spec.ts","",""
"","2291","Forgot Password link visibility test","chromium","2026-07-31","passed","2026-07-31","","loginpagefix.spec.ts","",""
