"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2217","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","2958","@sanity Registration test with csv - John Doe59","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","3508","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","1707","Forgot Password link visibility test","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","2405","Headers count test","chromium","2026-07-15","passed","2026-07-15","","homepage.spec.ts","",""
"","1747","TC10","chromium","2026-07-15","passed","2026-07-15","Serial Tests","loginpagefix.spec.ts","",""
"","2244","Home page title test","chromium","2026-07-15","passed","2026-07-15","","homepagefix.spec.ts","",""
"","2835","Verify search with product - macbook and MacBook Air","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","1757","TC9","chromium","2026-07-15","passed","2026-07-15","Serial Tests","loginpagefix.spec.ts","",""
"","1669","Login page title test","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","1734","Login page title test","chromium","2026-07-15","passed","2026-07-15","","loginpage.spec.ts","",""
"","2354","Registration page title test","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","2443","Logout link visibility test","chromium","2026-07-15","passed","2026-07-15","","homepagefix.spec.ts","",""
"","2480","@smoke Headers count test","chromium","2026-07-15","passed","2026-07-15","","homepagefix.spec.ts","",""
"","4771","Verify the checkout of selected product","chromium","2026-07-15","passed","2026-07-15","","checkout.spec.ts","",""
"","2","Home page title test","chromium","2026-07-15","skipped","2026-07-15","","homepage.spec.ts","",""
"","3134","@sanity Registration test with csv - John Doe58","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","2799","@sanity Registration test with csv - John Doe60","chromium","2026-07-15","passed","2026-07-15","","registration.spec.ts","",""
"","2504","Footers exist or not","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","3476","Verify user is able to land on Product page imac and iMac","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","4548","Verify add to cart functionality","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","2646","Logout link visibility test","chromium","2026-07-15","passed","2026-07-15","","homepage.spec.ts","",""
"","3617","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","2812","Verify search with product - imac and iMac","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","2411","@smoke do login into web application test","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","3743","Verify product information","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","2843","Verify search with product - macbook and MacBook Pro","chromium","2026-07-15","passed","2026-07-15","","searchpage.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-15","skipped","2026-07-15","","loginpage.spec.ts","",""
"","3731","Verify product images count","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
"","2265","@sanity Invalid login test with - and 32423","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","1663","Forgot Password link visibility test","chromium","2026-07-15","passed","2026-07-15","","loginpage.spec.ts","",""
"","2164","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-15","passed","2026-07-15","","loginpagefix.spec.ts","",""
"","2442","Company logo exist or not","chromium","2026-07-15","passed","2026-07-15","","productpage.spec.ts","",""
