"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4671","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-02","passed","2026-08-02","","searchpage.spec.ts","",""
"","2369","Forgot Password link visibility test","chromium","2026-08-02","passed","2026-08-02","","loginpage.spec.ts","",""
"","3422","Headers count test","chromium","2026-08-02","passed","2026-08-02","","homepage.spec.ts","",""
"","3753","Verify search with product - macbook and MacBook Air","chromium","2026-08-02","passed","2026-08-02","","searchpage.spec.ts","",""
"","3139","Logout link visibility test","chromium","2026-08-02","passed","2026-08-02","","homepagefix.spec.ts","",""
"","2415","Forgot Password link visibility test","chromium","2026-08-02","passed","2026-08-02","","loginpagefix.spec.ts","",""
"","3667","@sanity Registration test with csv - John Doe59","chromium","2026-08-02","passed","2026-08-02","","registration.spec.ts","",""
"","3008","Home page title test","chromium","2026-08-02","passed","2026-08-02","","homepagefix.spec.ts","",""
"","3273","@smoke do login into web application test","chromium","2026-08-02","passed","2026-08-02","","loginpagefix.spec.ts","",""
"","3163","Footers exist or not","chromium","2026-08-02","passed","2026-08-02","","productpage.spec.ts","",""
"","3633","@sanity Registration test with csv - John Doe58","chromium","2026-08-02","passed","2026-08-02","","registration.spec.ts","",""
"","4697","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-02","passed","2026-08-02","","searchpage.spec.ts","",""
"","2938","@smoke Headers count test","chromium","2026-08-02","passed","2026-08-02","","homepagefix.spec.ts","",""
"","2438","Login page title test","chromium","2026-08-02","passed","2026-08-02","","loginpagefix.spec.ts","",""
"","2851","@sanity Invalid login test with - and 32423","chromium","2026-08-02","passed","2026-08-02","","loginpagefix.spec.ts","",""
"","3728","Verify search with product - macbook and MacBook Pro","chromium","2026-08-02","passed","2026-08-02","","searchpage.spec.ts","",""
"","2887","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-02","passed","2026-08-02","","loginpagefix.spec.ts","",""
"","3283","Company logo exist or not","chromium","2026-08-02","passed","2026-08-02","","productpage.spec.ts","",""
"","3672","Verify search with product - imac and iMac","chromium","2026-08-02","passed","2026-08-02","","searchpage.spec.ts","",""
"","6003","Verify add to cart functionality","chromium","2026-08-02","passed","2026-08-02","","productpage.spec.ts","",""
"","2998","Registration page title test","chromium","2026-08-02","passed","2026-08-02","","registration.spec.ts","",""
"","3670","@sanity Registration test with csv - John Doe60","chromium","2026-08-02","passed","2026-08-02","","registration.spec.ts","",""
"","3569","Logout link visibility test","chromium","2026-08-02","passed","2026-08-02","","homepage.spec.ts","",""
"","0","do login into web application test","chromium","2026-08-02","skipped","2026-08-02","","loginpage.spec.ts","",""
"","2479","TC10","chromium","2026-08-02","passed","2026-08-02","Serial Tests","loginpagefix.spec.ts","",""
"","5162","Verify product information","chromium","2026-08-02","passed","2026-08-02","","productpage.spec.ts","",""
"","2912","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-02","passed","2026-08-02","","loginpagefix.spec.ts","",""
"","6957","Verify the checkout of selected product","chromium","2026-08-02","passed","2026-08-02","","checkout.spec.ts","",""
"","2408","TC9","chromium","2026-08-02","passed","2026-08-02","Serial Tests","loginpagefix.spec.ts","",""
"","4710","Verify user is able to land on Product page imac and iMac","chromium","2026-08-02","passed","2026-08-02","","searchpage.spec.ts","",""
"","5307","Verify product images count","chromium","2026-08-02","passed","2026-08-02","","productpage.spec.ts","",""
"","2341","Login page title test","chromium","2026-08-02","passed","2026-08-02","","loginpage.spec.ts","",""
"","2","Home page title test","chromium","2026-08-02","skipped","2026-08-02","","homepage.spec.ts","",""
