"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42867","Verify search with product - macbook and MacBook Air","chromium","2026-07-26","broken","2026-07-26","","searchpage.spec.ts","",""
"","42893","@smoke Headers count test","chromium","2026-07-26","broken","2026-07-26","","homepagefix.spec.ts","",""
"","40182","Company logo exist or not","chromium","2026-07-26","broken","2026-07-26","","productpage.spec.ts","",""
"","42748","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-26","broken","2026-07-26","","searchpage.spec.ts","",""
"","42840","Verify search with product - imac and iMac","chromium","2026-07-26","broken","2026-07-26","","searchpage.spec.ts","",""
"","42888","Registration page title test","chromium","2026-07-26","broken","2026-07-26","","registration.spec.ts","",""
"","42913","Home page title test","chromium","2026-07-26","broken","2026-07-26","","homepagefix.spec.ts","",""
"","42845","@sanity Registration test with csv - John Doe58","chromium","2026-07-26","broken","2026-07-26","","registration.spec.ts","",""
"","42867","@sanity Registration test with csv - John Doe59","chromium","2026-07-26","broken","2026-07-26","","registration.spec.ts","",""
"","42747","Verify the checkout of selected product","chromium","2026-07-26","broken","2026-07-26","","checkout.spec.ts","",""
"","40193","@sanity Registration test with csv - John Doe60","chromium","2026-07-26","broken","2026-07-26","","registration.spec.ts","",""
"","40179","Footers exist or not","chromium","2026-07-26","broken","2026-07-26","","productpage.spec.ts","",""
"","42722","Logout link visibility test","chromium","2026-07-26","broken","2026-07-26","","homepagefix.spec.ts","",""
"","42777","Login page title test","chromium","2026-07-26","broken","2026-07-26","","loginpagefix.spec.ts","",""
"","43496","@sanity Invalid login test with - and 32423","chromium","2026-07-26","broken","2026-07-26","","loginpagefix.spec.ts","",""
"","42817","Forgot Password link visibility test","chromium","2026-07-26","broken","2026-07-26","","loginpage.spec.ts","",""
"","40185","Forgot Password link visibility test","chromium","2026-07-26","broken","2026-07-26","","loginpagefix.spec.ts","",""
"","0","TC10","chromium","2026-07-26","skipped","2026-07-26","Serial Tests","loginpagefix.spec.ts","",""
"","42819","Logout link visibility test","chromium","2026-07-26","broken","2026-07-26","","homepage.spec.ts","",""
"","42923","Verify product information","chromium","2026-07-26","broken","2026-07-26","","productpage.spec.ts","",""
"","42940","Verify add to cart functionality","chromium","2026-07-26","broken","2026-07-26","","productpage.spec.ts","",""
"","42929","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-26","broken","2026-07-26","","loginpagefix.spec.ts","",""
"","42835","TC9","chromium","2026-07-26","broken","2026-07-26","Serial Tests","loginpagefix.spec.ts","",""
"","43428","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-26","broken","2026-07-26","","loginpagefix.spec.ts","",""
"","1","do login into web application test","chromium","2026-07-26","skipped","2026-07-26","","loginpage.spec.ts","",""
"","42793","Headers count test","chromium","2026-07-26","broken","2026-07-26","","homepage.spec.ts","",""
"","42961","Login page title test","chromium","2026-07-26","broken","2026-07-26","","loginpage.spec.ts","",""
"","2","Home page title test","chromium","2026-07-26","skipped","2026-07-26","","homepage.spec.ts","",""
"","42727","@smoke do login into web application test","chromium","2026-07-26","broken","2026-07-26","","loginpagefix.spec.ts","",""
"","40186","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-26","broken","2026-07-26","","searchpage.spec.ts","",""
"","42867","Verify search with product - macbook and MacBook Pro","chromium","2026-07-26","broken","2026-07-26","","searchpage.spec.ts","",""
"","42826","Verify product images count","chromium","2026-07-26","broken","2026-07-26","","productpage.spec.ts","",""
"","42860","Verify user is able to land on Product page imac and iMac","chromium","2026-07-26","broken","2026-07-26","","searchpage.spec.ts","",""
