"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3903","Verify user is able to land on Product page imac and iMac","chromium","2026-08-28","passed","2026-08-28","","searchpage.spec.ts","",""
"","1892","Login page title test","chromium","2026-08-28","passed","2026-08-28","","loginpagefix.spec.ts","",""
"","2889","Logout link visibility test","chromium","2026-08-28","passed","2026-08-28","","homepage.spec.ts","",""
"","2","Home page title test","chromium","2026-08-28","skipped","2026-08-28","","homepage.spec.ts","",""
"","2561","Footers exist or not","chromium","2026-08-28","passed","2026-08-28","","productpage.spec.ts","",""
"","1851","TC9","chromium","2026-08-28","passed","2026-08-28","Serial Tests","loginpagefix.spec.ts","",""
"","2691","Home page title test","chromium","2026-08-28","passed","2026-08-28","","homepagefix.spec.ts","",""
"","1926","Forgot Password link visibility test","chromium","2026-08-28","passed","2026-08-28","","loginpagefix.spec.ts","",""
"","2203","Registration page title test","chromium","2026-08-28","passed","2026-08-28","","registration.spec.ts","",""
"","4359","Verify product information","chromium","2026-08-28","passed","2026-08-28","","productpage.spec.ts","",""
"","2937","@sanity Registration test with csv - John Doe58","chromium","2026-08-28","passed","2026-08-28","","registration.spec.ts","",""
"","2672","Headers count test","chromium","2026-08-28","passed","2026-08-28","","homepage.spec.ts","",""
"","2314","@sanity Invalid login test with - and 32423","chromium","2026-08-28","passed","2026-08-28","","loginpagefix.spec.ts","",""
"","4286","Verify add to cart functionality","chromium","2026-08-28","passed","2026-08-28","","productpage.spec.ts","",""
"","3092","Verify search with product - imac and iMac","chromium","2026-08-28","passed","2026-08-28","","searchpage.spec.ts","",""
"","2335","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-08-28","passed","2026-08-28","","loginpagefix.spec.ts","",""
"","2734","Logout link visibility test","chromium","2026-08-28","passed","2026-08-28","","homepagefix.spec.ts","",""
"","2909","@sanity Registration test with csv - John Doe59","chromium","2026-08-28","passed","2026-08-28","","registration.spec.ts","",""
"","1817","TC10","chromium","2026-08-28","passed","2026-08-28","Serial Tests","loginpagefix.spec.ts","",""
"","1900","Forgot Password link visibility test","chromium","2026-08-28","passed","2026-08-28","","loginpage.spec.ts","",""
"","2619","@smoke Headers count test","chromium","2026-08-28","passed","2026-08-28","","homepagefix.spec.ts","",""
"","2695","Company logo exist or not","chromium","2026-08-28","passed","2026-08-28","","productpage.spec.ts","",""
"","6338","Verify the checkout of selected product","chromium","2026-08-28","passed","2026-08-28","","checkout.spec.ts","",""
"","4060","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-08-28","passed","2026-08-28","","searchpage.spec.ts","",""
"","2619","@smoke do login into web application test","chromium","2026-08-28","passed","2026-08-28","","loginpagefix.spec.ts","",""
"","3441","@sanity Registration test with csv - John Doe60","chromium","2026-08-28","passed","2026-08-28","","registration.spec.ts","",""
"","2324","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-08-28","passed","2026-08-28","","loginpagefix.spec.ts","",""
"","0","do login into web application test","chromium","2026-08-28","skipped","2026-08-28","","loginpage.spec.ts","",""
"","3531","Verify search with product - macbook and MacBook Pro","chromium","2026-08-28","passed","2026-08-28","","searchpage.spec.ts","",""
"","1858","Login page title test","chromium","2026-08-28","passed","2026-08-28","","loginpage.spec.ts","",""
"","3171","Verify search with product - macbook and MacBook Air","chromium","2026-08-28","passed","2026-08-28","","searchpage.spec.ts","",""
"","4729","Verify product images count","chromium","2026-08-28","passed","2026-08-28","","productpage.spec.ts","",""
"","4036","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-08-28","passed","2026-08-28","","searchpage.spec.ts","",""
