"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3776","Verify search with product - imac and iMac","chromium","2026-07-21","passed","2026-07-21","","searchpage.spec.ts","",""
"","3276","Headers count test","chromium","2026-07-21","passed","2026-07-21","","homepage.spec.ts","",""
"","2451","TC10","chromium","2026-07-21","passed","2026-07-21","Serial Tests","loginpagefix.spec.ts","",""
"","2917","Registration page title test","chromium","2026-07-21","passed","2026-07-21","","registration.spec.ts","",""
"","5899","Verify add to cart functionality","chromium","2026-07-21","passed","2026-07-21","","productpage.spec.ts","",""
"","1","Home page title test","chromium","2026-07-21","skipped","2026-07-21","","homepage.spec.ts","",""
"","3599","@sanity Registration test with csv - John Doe58","chromium","2026-07-21","passed","2026-07-21","","registration.spec.ts","",""
"","4725","Verify user is able to land on Product page macbook and MacBook Pro","chromium","2026-07-21","passed","2026-07-21","","searchpage.spec.ts","",""
"","4755","Verify user is able to land on Product page macbook and MacBook Air","chromium","2026-07-21","passed","2026-07-21","","searchpage.spec.ts","",""
"","3729","Verify search with product - macbook and MacBook Pro","chromium","2026-07-21","passed","2026-07-21","","searchpage.spec.ts","",""
"","3499","Verify search with product - macbook and MacBook Air","chromium","2026-07-21","passed","2026-07-21","","searchpage.spec.ts","",""
"","2850","@sanity Invalid login test with - abc@gmail.com and 13234","chromium","2026-07-21","passed","2026-07-21","","loginpagefix.spec.ts","",""
"","5130","Verify product images count","chromium","2026-07-21","passed","2026-07-21","","productpage.spec.ts","",""
"","3507","@smoke do login into web application test","chromium","2026-07-21","passed","2026-07-21","","loginpagefix.spec.ts","",""
"","3848","@sanity Registration test with csv - John Doe59","chromium","2026-07-21","passed","2026-07-21","","registration.spec.ts","",""
"","2432","TC9","chromium","2026-07-21","passed","2026-07-21","Serial Tests","loginpagefix.spec.ts","",""
"","3062","@sanity Invalid login test with - and 32423","chromium","2026-07-21","passed","2026-07-21","","loginpagefix.spec.ts","",""
"","3185","Logout link visibility test","chromium","2026-07-21","passed","2026-07-21","","homepagefix.spec.ts","",""
"","3203","Home page title test","chromium","2026-07-21","passed","2026-07-21","","homepagefix.spec.ts","",""
"","2852","@sanity Invalid login test with - xyz@gmail.com and","chromium","2026-07-21","passed","2026-07-21","","loginpagefix.spec.ts","",""
"","0","do login into web application test","chromium","2026-07-21","skipped","2026-07-21","","loginpage.spec.ts","",""
"","2108","Forgot Password link visibility test","chromium","2026-07-21","passed","2026-07-21","","loginpage.spec.ts","",""
"","2326","Login page title test","chromium","2026-07-21","passed","2026-07-21","","loginpagefix.spec.ts","",""
"","3380","@smoke Headers count test","chromium","2026-07-21","passed","2026-07-21","","homepagefix.spec.ts","",""
"","3237","Company logo exist or not","chromium","2026-07-21","passed","2026-07-21","","productpage.spec.ts","",""
"","3676","Logout link visibility test","chromium","2026-07-21","passed","2026-07-21","","homepage.spec.ts","",""
"","5210","Verify product information","chromium","2026-07-21","passed","2026-07-21","","productpage.spec.ts","",""
"","2349","Login page title test","chromium","2026-07-21","passed","2026-07-21","","loginpage.spec.ts","",""
"","3114","Footers exist or not","chromium","2026-07-21","passed","2026-07-21","","productpage.spec.ts","",""
"","2608","Forgot Password link visibility test","chromium","2026-07-21","passed","2026-07-21","","loginpagefix.spec.ts","",""
"","5094","Verify user is able to land on Product page imac and iMac","chromium","2026-07-21","passed","2026-07-21","","searchpage.spec.ts","",""
"","3734","@sanity Registration test with csv - John Doe60","chromium","2026-07-21","passed","2026-07-21","","registration.spec.ts","",""
"","7218","Verify the checkout of selected product","chromium","2026-07-21","passed","2026-07-21","","checkout.spec.ts","",""
